Drug	side_effect_name
Docetaxel	Blood pressure increased
Docetaxel	Inflammation
Docetaxel	Arthralgia
Docetaxel	Shock
Docetaxel	Sinus tachycardia
Docetaxel	Skin disorder
Docetaxel	Ataxia
Docetaxel	Atrial fibrillation
Docetaxel	Atrial flutter
Docetaxel	Auditory disorder NOS
Docetaxel	Back pain
Docetaxel	Blood alkaline phosphatase increased
Docetaxel	Hearing impaired
Docetaxel	Lacrimal disorder
Docetaxel	Body temperature increased
Docetaxel	Gastrointestinal haemorrhage
Docetaxel	Gastrointestinal pain
Docetaxel	Gastrointestinal perforation
Docetaxel	Haemoglobin
Docetaxel	Haemoglobin decreased
Docetaxel	Haemorrhage
Docetaxel	Haemorrhoids
Docetaxel	Burning sensation
Docetaxel	Colitis
Docetaxel	Headache
Docetaxel	Fluid imbalance
Docetaxel	Jaundice
Docetaxel	Oliguria
Docetaxel	Onycholysis
Docetaxel	Bone disorder
Docetaxel	Dysgeusia
Docetaxel	Chills
Docetaxel	Interstitial pneumonia
Docetaxel	Dyspnoea
Docetaxel	Edema of lower extremities
Docetaxel	Influenza like illness
Docetaxel	Ascites
Docetaxel	Enteritis
Docetaxel	Candida infection
Docetaxel	Insomnia
Docetaxel	Interstitial lung disease
Docetaxel	Aspartate aminotransferase increased
Docetaxel	Asthenia
Docetaxel	Bronchopneumonia
Docetaxel	Bone pain
Docetaxel	Effusion
Docetaxel	Intestinal obstruction
Docetaxel	Embolism
Docetaxel	Bronchospasm
Docetaxel	Breast cancer
Docetaxel	Breast disorder
Docetaxel	Dyspepsia
Docetaxel	Hepatotoxicity
Docetaxel	Bullous eruption
Docetaxel	Injection site reaction
Docetaxel	Dysphagia
Docetaxel	Injection site infection
Docetaxel	Infusion site reaction
Doxorubicin	Mastitis
Doxorubicin	Lymphopenia
Doxorubicin	Serum creatinine increased
Doxorubicin	Melaena
Doxorubicin	Serum bilirubin increased
Doxorubicin	Myasthenia
Doxorubicin	Myeloid leukaemia
Doxorubicin	Myelodysplastic syndrome
Doxorubicin	Mediastinal disorder
Doxorubicin	Skin nodule
Doxorubicin	Myelosuppression
Doxorubicin	Malnutrition
Doxorubicin	Myalgia
Doxorubicin	Sinus tachycardia
Doxorubicin	Skin scaly
Doxorubicin	Malaise
Doxorubicin	Lymphadenopathy
Doxorubicin	Musculoskeletal discomfort
Doxorubicin	Sensitisation
Doxorubicin	Menopausal symptoms
Doxorubicin	Shock
Doxorubicin	Myelodysplasia
Doxorubicin	Blood uric acid increased
Doxorubicin	Gastrointestinal toxicity
Doxorubicin	Necrotising colitis
Doxorubicin	Skin ulcer
Doxorubicin	Neoplasm
Doxorubicin	Rash papular
Doxorubicin	Body temperature decreased
Doxorubicin	Musculoskeletal pain
Doxorubicin	Myocarditis
Doxorubicin	Myositis
Doxorubicin	Bone pain
Doxorubicin	Septic shock
Doxorubicin	Septicemia
Doxorubicin	Lymphoedema
Doxorubicin	Lung disorder
Doxorubicin	Arthropathy
Doxorubicin	Multi-organ failure
Doxorubicin	Muscle relaxant therapy
Doxorubicin	Rash maculo-papular
Doxorubicin	Neoplasm malignant
Doxorubicin	Rash pustular
Doxorubicin	Mental disability
Doxorubicin	Musculoskeletal chest pain
Doxorubicin	Sepsis
Doxorubicin	Gastrointestinal disorder
Doxorubicin	Migraine
Doxorubicin	Blood urea increased
Doxorubicin	Gastrointestinal pain
Doxorubicin	Hyperventilation
Doxorubicin	Optic neuritis
Doxorubicin	Body temperature increased
Doxorubicin	Bone disorder
Doxorubicin	Bone marrow depression
Doxorubicin	Hyporeflexia
Doxorubicin	Bradycardia
Doxorubicin	Hypothermia
Doxorubicin	Blood thromboplastin decreased
Doxorubicin	Ileus
Doxorubicin	Gastrointestinal haemorrhage
Doxorubicin	Neck pain
Doxorubicin	Necrosis
Doxorubicin	Skin discolouration
Doxorubicin	Skin disorder
Doxorubicin	QRS voltage decreased
Doxorubicin	Radiation injury
Doxorubicin	Rash erythematous
Doxorubicin	Rash
Doxorubicin	Nervous system disorder
Doxorubicin	Recall phenomenon
Doxorubicin	Hypotonia
Doxorubicin	Mental disorder
Doxorubicin	Metastatic disease
Doxorubicin	Metastatic neoplasm
Doxorubicin	Mood swings
Doxorubicin	Mouth ulceration
Doxorubicin	Mucosal inflammation
Doxorubicin	Mucous membrane disorder
Doxorubicin	Rigors
Doxorubicin	Salivary hypersecretion
Doxorubicin	Scotoma
Doxorubicin	Muscle spasms
Doxorubicin	Muscular weakness
Doxorubicin	Seborrhoeic dermatitis
Doxorubicin	Secondary infection
Doxorubicin	Gastritis erosive
Doxorubicin	Gastritis
Doxorubicin	Gastric ulcer
Doxorubicin	Hypertension
Doxorubicin	Hypertonia
Doxorubicin	Hyperuricaemia
Doxorubicin	Generalised oedema
Doxorubicin	Gingival bleeding
Doxorubicin	Hypoproteinaemia
Doxorubicin	Glossitis
Doxorubicin	Hypotension
Doxorubicin	Gravitational oedema
Doxorubicin	Breast disorder
Doxorubicin	Breast pain
Doxorubicin	Bronchitis
Doxorubicin	Nausea
Doxorubicin	Lymphangitis
Doxorubicin	Immune system disorder
Doxorubicin	Immunology test
Doxorubicin	Skin exfoliation
Doxorubicin	Skin hyperpigmentation
Doxorubicin	Somnolence
Doxorubicin	Stevens-Johnson syndrome
Doxorubicin	Aspartate aminotransferase increased
Doxorubicin	Asthenia
Doxorubicin	Rectal disorder
Doxorubicin	Ataxia
Doxorubicin	Atrioventricular block
Doxorubicin	Rectal haemorrhage
Doxorubicin	Renal failure
Doxorubicin	Renal failure acute
Doxorubicin	Renal impairment
Doxorubicin	Retinitis
Doxorubicin	Retrosternal pain
Doxorubicin	Rhinitis
Doxorubicin	Blood alkaline phosphatase increased
Doxorubicin	Blood bilirubin increased
Doxorubicin	Scrotal erythema
Doxorubicin	Blood creatinine increased
Doxorubicin	Blood disorder
Doxorubicin	Blood lactate dehydrogenase increased
Doxorubicin	Gastric erosions
Doxorubicin	Hypernatraemia
Doxorubicin	Hyperphosphataemia
Doxorubicin	Hypersensitivity
Doxorubicin	Onycholysis
Doxorubicin	Toxic epidermal necrolysis
Doxorubicin	Toxoplasmosis
Doxorubicin	Gingivitis
Doxorubicin	Hypophosphataemia
Doxorubicin	Glycosuria
Doxorubicin	Hypomagnesaemia
Doxorubicin	Hypolipidaemia
Doxorubicin	Hypokinesia
Doxorubicin	Other conjunctivitis
Doxorubicin	Nail disorder
Doxorubicin	Skin necrosis
Doxorubicin	Loss of consciousness
Doxorubicin	Arthralgia
Doxorubicin	Purpura
Doxorubicin	Pulmonary oedema
Doxorubicin	Extravasation
Doxorubicin	Radiation recall reaction (dermatologic)
Doxorubicin	Stinging
Doxorubicin	Stomatitis
Doxorubicin	Asthma
Doxorubicin	Faecaloma
Doxorubicin	Fatigue
Doxorubicin	Febrile neutropenia
Doxorubicin	Rectal tenesmus
Doxorubicin	Red blood cell abnormality
Doxorubicin	Redness
Doxorubicin	Bladder constriction
Doxorubicin	Bladder pain
Doxorubicin	Bladder stenosis
Doxorubicin	Blindness
Doxorubicin	Blister
Doxorubicin	Furunculosis
Doxorubicin	Hyperhidrosis
Doxorubicin	Hyperlipidaemia
Doxorubicin	Gallop rhythm
Doxorubicin	Hypermagnesaemia
Doxorubicin	Lactic acidosis
Doxorubicin	Laryngitis
Doxorubicin	Left ventricular ejection fraction decreased
Doxorubicin	Leg edema
Doxorubicin	Opportunistic infection
Doxorubicin	Conjunctivitis
Doxorubicin	Connective tissue disorder
Doxorubicin	Hypoaesthesia
Doxorubicin	Hyponatraemia
Doxorubicin	Hypochloraemia
Doxorubicin	Hypochromic anaemia
Doxorubicin	Haematemesis
Doxorubicin	Haematochezia
Doxorubicin	Ill-defined disorder
Doxorubicin	Nasopharyngitis
Doxorubicin	Skin candida
Doxorubicin	Haemorrhage
Doxorubicin	Hand and foot syndrome secondary to sickle cell anaemia
Doxorubicin	Headache
Doxorubicin	Heart disease congenital
Doxorubicin	Skin mass
Doxorubicin	Eye pain
Doxorubicin	Ascites
Doxorubicin	Faecalith
Doxorubicin	Nervousness
Doxorubicin	Neuralgia
Doxorubicin	Neuritis
Doxorubicin	Feeling abnormal
Doxorubicin	Azoospermia
Doxorubicin	Back pain
Doxorubicin	Balanitis
Doxorubicin	Bilirubin total increased
Doxorubicin	Folliculitis
Doxorubicin	Fungal infection
Doxorubicin	Fungal skin infection
Doxorubicin	Hyperglycaemia
Doxorubicin	Hypercalcaemia
Doxorubicin	Gait disturbance
Doxorubicin	Hyperkalaemia
Doxorubicin	Lacrimation increased
Doxorubicin	Oesophageal ulcer
Doxorubicin	Oesophagitis
Doxorubicin	Oligospermia
Doxorubicin	Oliguria
Doxorubicin	Pneumocystis jirovecii pneumonia
Doxorubicin	Lethargy
Doxorubicin	Leukaemia
Doxorubicin	Leukemia secondary
Doxorubicin	Hypocalcaemia
Doxorubicin	Leukopenia
Doxorubicin	Leukoplakia oral
Doxorubicin	Hypoglycaemia
Doxorubicin	Hypokalaemia
Doxorubicin	Haematuria
Doxorubicin	Immune status
Doxorubicin	Pain
Doxorubicin	Pain in extremity
Doxorubicin	Palmar-plantar erythrodysaesthesia syndrome
Doxorubicin	Palpitations
Doxorubicin	Increased appetite
Doxorubicin	Infection
Doxorubicin	Cardiac disorder
Doxorubicin	Hepatic failure
Doxorubicin	Hepatic function abnormal
Doxorubicin	Influenza
Doxorubicin	Influenza like illness
Doxorubicin	Injection site haemorrhage
Doxorubicin	Neuropathy
Doxorubicin	Neuropathy peripheral
Doxorubicin	Injection site pain
Doxorubicin	Injection site reaction
Doxorubicin	Insomnia
Doxorubicin	Jaundice
Doxorubicin	Jaundice cholestatic
Doxorubicin	Keratitis
Doxorubicin	Furuncle
Doxorubicin	Kidney function abnormal
Doxorubicin	Oedema genital
Doxorubicin	Lacrimation
Doxorubicin	Oedema peripheral
Doxorubicin	Agitation
Doxorubicin	Pleural effusion
Doxorubicin	Lactic dehydrogenase activity increased
Doxorubicin	Vomiting
Doxorubicin	Tinnitus
Doxorubicin	Tooth abscess
Doxorubicin	Pneumonia
Doxorubicin	Pneumothorax
Doxorubicin	Oral candidiasis
Doxorubicin	Oral herpes
Doxorubicin	Oral neoplasm
Doxorubicin	Leukorrhea
Doxorubicin	Liver function test abnormal
Doxorubicin	Unspecified disorder of skin and subcutaneous tissue
Doxorubicin	Sinusitis
Doxorubicin	Local reaction
Doxorubicin	Aplastic anaemia
Doxorubicin	Arrhythmia
Doxorubicin	Pulmonary embolism
Doxorubicin	Erythema nodosum
Doxorubicin	Caecitis
Doxorubicin	Heart malformation
Doxorubicin	Eye disorder
Doxorubicin	Face oedema
Doxorubicin	Cardiac failure congestive
Doxorubicin	Cardiogenic shock
Doxorubicin	Supraventricular extrasystoles
Doxorubicin	Sweating
Doxorubicin	Syncope
Doxorubicin	Feeling hot
Doxorubicin	Flatulence
Doxorubicin	Fluid retention
Doxorubicin	Flushing
Doxorubicin	Nocturia
Doxorubicin	Nystagmus
Doxorubicin	Ketosis
Doxorubicin	Acute lymphocytic leukaemia
Doxorubicin	Hyperbilirubinaemia
Doxorubicin	Thromboembolism
Doxorubicin	Laboratory test abnormal
Doxorubicin	Colitis
Doxorubicin	Pigmentation disorder
Doxorubicin	Thrombophlebitis
Doxorubicin	Thromboplastin decreased
Doxorubicin	Agranulocytosis
Doxorubicin	Alanine aminotransferase increased
Doxorubicin	Congestive cardiomyopathy
Doxorubicin	Albuminuria
Doxorubicin	Pollakiuria
Doxorubicin	Leukoderma
Doxorubicin	Anaphylactoid reaction
Doxorubicin	Oral pain
Doxorubicin	Orthostatic hypotension
Doxorubicin	Osteoarthritis
Doxorubicin	Otitis media
Doxorubicin	Haemoglobin
Doxorubicin	Haemoptysis
Doxorubicin	Bundle branch block
Doxorubicin	Burning sensation
Doxorubicin	Cachexia
Doxorubicin	Pancreatitis
Doxorubicin	Pancytopenia
Doxorubicin	Heart sounds abnormal
Doxorubicin	Cardiac failure
Doxorubicin	Inflammation
Doxorubicin	Abdominal distension
Doxorubicin	Abdominal pain
Doxorubicin	Abdominal pain upper
Doxorubicin	Abnormal dreams
Doxorubicin	Tachyarrhythmia
Doxorubicin	Neurotoxicity
Doxorubicin	Neutropenia
Doxorubicin	Neutropenic sepsis
Doxorubicin	Acral erythema
Doxorubicin	Acute cardiac toxicity
Doxorubicin	Acute leukaemia
Doxorubicin	Hot flush
Doxorubicin	Acute myeloid leukaemia
Doxorubicin	Affect lability
Doxorubicin	Cholangitis sclerosing
Doxorubicin	Ageusia
Doxorubicin	Photosensitivity reaction
Doxorubicin	Vision blurred
Doxorubicin	Visual impairment
Doxorubicin	Thrombosis
Doxorubicin	Confusional state
Doxorubicin	Vulvovaginal mycotic infection
Doxorubicin	Dysphagia
Doxorubicin	Alopecia
Doxorubicin	Constipation
Doxorubicin	Transaminases increased
Doxorubicin	Angina pectoris
Doxorubicin	Angiopathy
Doxorubicin	Anorectal discomfort
Doxorubicin	Cramps of lower extremities
Doxorubicin	Creatinine increased
Doxorubicin	Cryptococcosis
Doxorubicin	Upper respiratory tract infection
Doxorubicin	Ureteric obstruction
Doxorubicin	Urethral disorder
Doxorubicin	Cystitis
Doxorubicin	Urethral obstruction
Doxorubicin	Infestation
Doxorubicin	Infestation NOS
Doxorubicin	Hemiplegia
Doxorubicin	Paralysis
Doxorubicin	Parosmia
Doxorubicin	Hepatitis
Doxorubicin	Hepatobiliary disease
Doxorubicin	Injection site infection
Doxorubicin	Injection site inflammation
Doxorubicin	Abscess
Doxorubicin	Abscess periodontal
Doxorubicin	Herpes simplex
Doxorubicin	Herpes zoster
Doxorubicin	Hiccups
Doxorubicin	Phlebitis
Doxorubicin	Ocular toxicity
Doxorubicin	Oedema
Doxorubicin	Photosensitivity
Doxorubicin	Ventricular dysfunction
Doxorubicin	Dry eye
Doxorubicin	Ventricular tachycardia
Doxorubicin	Vertigo
Doxorubicin	Viral infection
Doxorubicin	Vulvovaginal candidiasis
Doxorubicin	Dyspepsia
Doxorubicin	Dyskinesia
Doxorubicin	Warmth
Doxorubicin	Alopecia reversible
Doxorubicin	Polyneuropathy
Doxorubicin	Tumour lysis syndrome
Doxorubicin	Tumour necrosis
Doxorubicin	Ulcer
Doxorubicin	Ulcerative stomatitis
Doxorubicin	Liver injury
Doxorubicin	Aphthous stomatitis
Doxorubicin	Anxiety
Doxorubicin	Psoriasis
Doxorubicin	Erythema multiforme
Doxorubicin	Erythema
Doxorubicin	Epistaxis
Doxorubicin	Candida infection
Doxorubicin	Cardiac arrest
Doxorubicin	Paraesthesia
Doxorubicin	Urine abnormality
Doxorubicin	Urine analysis abnormal
Doxorubicin	Pelvic pain
Doxorubicin	Penicillin allergy
Doxorubicin	Hepatocellular injury
Doxorubicin	Hepatomegaly
Doxorubicin	Hepatosplenomegaly
Doxorubicin	Herpes labialis
Doxorubicin	Peripheral vascular disorder
Doxorubicin	Petechiae
Doxorubicin	Pharyngitis
Doxorubicin	Testicular disorder
Doxorubicin	Phlebosclerosis
Doxorubicin	Phosphatase alkaline increased
Doxorubicin	Hyperaesthesia
Doxorubicin	Thrombocytosis
Doxorubicin	Chills
Doxorubicin	Ventricular extrasystoles
Doxorubicin	Dry skin
Doxorubicin	Vesiculobullous rash
Doxorubicin	Coma
Doxorubicin	Cyst
Doxorubicin	Eruption
Doxorubicin	Embolism
Doxorubicin	Weight decreased
Doxorubicin	Weight increased
Doxorubicin	Polyp
Doxorubicin	Premature menopause
Doxorubicin	Proctalgia
Doxorubicin	Proctitis
Doxorubicin	Anorectal disorder
Doxorubicin	Anorexia
Doxorubicin	Bullous eruption
Doxorubicin	Pruritus
Doxorubicin	Peripheral sensory neuropathy
Doxorubicin	Cardiovascular disorder
Doxorubicin	Tachycardia
Doxorubicin	Urinary tract disorder
Doxorubicin	Urinary tract infection
Doxorubicin	Decreased appetite
Doxorubicin	Hydronephrosis
Doxorubicin	Dehydration
Doxorubicin	Urine output
Doxorubicin	Urticaria
Doxorubicin	Pericardial effusion
Doxorubicin	Abnormal pigmentation
Doxorubicin	Abnormal vision
Doxorubicin	Dysgeusia
Doxorubicin	Pseudolymphoma
Doxorubicin	Eosinophilia
Doxorubicin	Tension
Doxorubicin	Vasodilation procedure
Doxorubicin	Thinking abnormal
Doxorubicin	Amblyopia
Doxorubicin	Ventricular arrhythmia
Doxorubicin	Drug hypersensitivity
Doxorubicin	Cough
Doxorubicin	Cough increased
Doxorubicin	Dry mouth
Doxorubicin	Dysaesthesia
Doxorubicin	Prothrombin level increased
Doxorubicin	Cardiotoxicity
Doxorubicin	Vaginal moniliasis
Doxorubicin	Vascular purpura
Doxorubicin	Dysphonia
Doxorubicin	Dyspnoea
Doxorubicin	Venous thromboembolism
Doxorubicin	Convulsion
Doxorubicin	Coordination abnormal
Doxorubicin	Delirium
Doxorubicin	Dermatitis
Doxorubicin	Proctitis ulcerative
Doxorubicin	Anuria
Doxorubicin	Cardiomyopathy
Doxorubicin	Dysarthria
Doxorubicin	Eructation
Doxorubicin	Electrocardiogram ST segment depression
Doxorubicin	Cystitis haemorrhagic
Doxorubicin	Cystitis noninfective
Doxorubicin	Diplopia
Doxorubicin	Venous thrombosis
Doxorubicin	Thrombocytopenia
Doxorubicin	Chest pain
Doxorubicin	Anaphylactic shock
Doxorubicin	Vaginal discharge
Doxorubicin	Cardiomegaly
Doxorubicin	Prostatic disorder
Doxorubicin	Embolism venous
Doxorubicin	Peripheral motor neuropathy
Doxorubicin	Vaginal inflammation
Doxorubicin	Vasodilation
Doxorubicin	Cellulitis
Doxorubicin	Ecchymosis
Doxorubicin	Dyspnoea exertional
Doxorubicin	Amenorrhoea
Doxorubicin	Anaemia
Doxorubicin	Pericarditis
Doxorubicin	Ejection fraction decreased
Doxorubicin	Dermatitis atopic
Doxorubicin	Vaginal haemorrhage
Doxorubicin	Embolism arterial
Doxorubicin	Dermatitis contact
Doxorubicin	Enlargement abdomen
Doxorubicin	Diarrhoea
Doxorubicin	Drowsiness
Doxorubicin	Dermatitis bullous
Doxorubicin	Cerebrovascular accident
Doxorubicin	Chemical cystitis
Doxorubicin	Dermatitis exfoliative
Doxorubicin	Diarrhoea haemorrhagic
Doxorubicin	Eczema
Doxorubicin	Effusion
Doxorubicin	Discomfort
Doxorubicin	Dysuria
Doxorubicin	Diabetes mellitus
Doxorubicin	Vaginal infection
Doxorubicin	Electrocardiogram QRS complex abnormal
Doxorubicin	Dizziness
Enalapril	Acute myocardial infarction
Enalapril	Chest pain
Enalapril	Cardiac arrest
Enalapril	Deafness
Enalapril	Micturition urgency
Enalapril	Leukopenia
Enalapril	Abdominal pain
Enalapril	Intraocular pressure increased
Enalapril	Bradycardia
Enalapril	Bronchospasm
Enalapril	Loss of consciousness
Enalapril	Palpitations
Enalapril	Laryngeal oedema
Enalapril	Acute coronary syndrome
Enalapril	Leg pain
Enalapril	Agitation
Enalapril	Anaphylactoid reaction
Enalapril	Conjunctivitis
Enalapril	Leukocytosis
Enalapril	Cerebrovascular accident
Enalapril	Lacrimation
Enalapril	Headache
Enalapril	Orthostatic hypotension
Enalapril	Melaena
Enalapril	Menopausal symptoms
Enalapril	Anosmia
Enalapril	Hyperglycaemia
Enalapril	Hyperhidrosis
Enalapril	Gout
Enalapril	Libido decreased
Enalapril	Anaphylactic shock
Enalapril	Lacrimation increased
Enalapril	Alanine aminotransferase increased
Enalapril	Haemolytic anaemia
Enalapril	Influenza
Enalapril	Angina pectoris
Enalapril	Sneezing
Enalapril	Pain in extremity
Enalapril	Feeling abnormal
Enalapril	Confusional state
Enalapril	Pancreatitis
Enalapril	Cramp muscle
Enalapril	Gynaecomastia
Enalapril	Tremor
Enalapril	Alopecia
Enalapril	Agranulocytosis
Enalapril	Insomnia
Enalapril	Bronchitis
Enalapril	Sinusitis
Enalapril	Hearing impaired
Enalapril	Lung infiltration
Enalapril	Anorexia
Enalapril	Hot flush
Enalapril	Vision blurred
Enalapril	Constipation
Enalapril	Coxalgia
Enalapril	Photosensitivity
Enalapril	Anaemia
Enalapril	Joint swelling
Enalapril	Knee pain
Enalapril	Urinary tract infection
Enalapril	Urine output increased
Enalapril	Body temperature increased
Enalapril	Bone marrow depression
Enalapril	Pain in arm
Enalapril	Angioedema
Enalapril	Flank pain
Enalapril	Antinuclear antibody positive
Enalapril	Glossitis
Enalapril	Throat sore
Enalapril	Photosensitivity reaction
Enalapril	Tinnitus
Enalapril	Haemolysis
Enalapril	Influenza like illness
Enalapril	Myocardial infarction
Enalapril	Upper respiratory tract infection
Enalapril	Urticaria
Enalapril	Vasculitis
Enalapril	Nasal congestion
Enalapril	Herpes zoster
Enalapril	Flushing
Enalapril	Pancytopenia
Enalapril	Contusion
Enalapril	Thrombocytopenia
Enalapril	Jaundice cholestatic
Enalapril	Blood pressure increased
Enalapril	Blood urea increased
Enalapril	Fatigue
Enalapril	Arthritis
Enalapril	Asthenia
Enalapril	Irritability
Enalapril	Oropharyngeal pain
Enalapril	Nasopharyngitis
Enalapril	Hoarseness
Enalapril	Visual disturbance
Enalapril	Hyperkalaemia
Enalapril	Pemphigus
Enalapril	Cough
Enalapril	Pharyngitis
Enalapril	Toothache
Enalapril	Pneumonia
Enalapril	Oliguria
Enalapril	Face oedema
Enalapril	Oropharyngeal discomfort
Enalapril	Depression
Enalapril	Hepatic failure
Enalapril	Somnolence
Enalapril	Flatulence
Enalapril	Syncope
Enalapril	Paraesthesia
Enalapril	Jaundice
Enalapril	Blood creatinine increased
Enalapril	Erythema multiforme
Enalapril	Infarction
Enalapril	Hypotension
Enalapril	Drug interaction
Enalapril	Decreased appetite
Enalapril	Myositis
Enalapril	Dry skin
Enalapril	Ventricular extrasystoles
Enalapril	Hepatitis
Enalapril	Vertigo
Enalapril	Visual impairment
Enalapril	Gingival hyperplasia
Enalapril	Tension
Enalapril	Neuropathy peripheral
Enalapril	Back pain
Enalapril	Erythema
Enalapril	Oedema
Enalapril	Protein urine present
Enalapril	Extrasystoles
Enalapril	Sinus disorder
Enalapril	Dry throat
Enalapril	Dysaesthesia
Enalapril	Nausea
Enalapril	Neck pain
Enalapril	Dysphonia
Enalapril	Nervousness
Enalapril	Tendonitis
Enalapril	Neutropenia
Enalapril	Inappropriate antidiuretic hormone secretion
Enalapril	Myalgia
